team1,team2,team1_score,team2_score,match_date,match_time
Case Esports,Movistar Riders,8,13,N/A,9:20 AM
EDward Gaming,Number One Player,2,0,N/A,6:30 AM
FunPlus Phoenix ZHUQUE,Night Wings Gaming,0,2,N/A,4:00 AM
Karmine Corp,Sector One,13,4,N/A,3:20 PM
MAD Lions,Team BDS,13,2,N/A,2:20 PM
CGN Esports,ALTERNATE aTTaX,0,2,N/A,2:00 PM
Geekay Esports,XPLDZ,1,2,N/A,1:40 PM
H2O,EXCEL,1,2,N/A,1:15 PM
Mandatory,OG,13,5,N/A,1:10 PM
Thunderbolts Gaming,Team Lixa,0,2,N/A,12:30 PM
Wave Esports,Ovation eSports,1,1,N/A,12:00 PM
Valar Morghulis,beGenius,13,7,N/A,12:00 PM
Team Falcons,YaLLa Esports,2,0,N/A,11:10 AM
HEET,Alliance,2,0,N/A,11:00 AM
WYLDE,Team Vitality,6,13,N/A,11:00 AM
Fenerbahçe Esports,Galakticos,2,1,N/A,9:30 AM
Shenzhen NTER,EDward Gaming,2,0,N/A,6:30 AM
DAMWON Gaming,World Game Star,2,1,N/A,4:35 AM
FunPlus Phoenix ZHUQUE,KONE eSports Club,0,2,N/A,4:00 AM
Incheon On Sla2ers,Tartarus,2,0,N/A,2:00 AM
Stars Horizon,LOUD,0,2,N/A,5:30 PM
Cloud9,Luminosity,0,2,N/A,5:15 PM
FURIA,Gamelanders Blue,2,0,N/A,3:00 PM
NRG Esports,100 Thieves,0,2,N/A,3:00 PM
Optix,KRÜ Esports,0,2,N/A,2:00 PM
FOKUS,FNATIC,0,2,N/A,12:10 PM
NASR Esports,Team RA'AD,2,1,N/A,10:00 AM
BBL Esports,Guild Esports,0,2,N/A,9:00 AM
Crazy Raccoon,BLUE BEES.ESP,2,1,N/A,7:00 AM
Enigma Gaming,Global Esports,2,3,N/A,6:30 AM
Night Wings Gaming,EDward Gaming,1,2,N/A,6:20 AM
CNJ Esports,SPEAR GAMING,1,2,N/A,4:40 AM
KONE eSports Club,Number One Player,2,0,N/A,4:00 AM
CREST GAMING Zst,BLUE BEES.ESP,1,2,N/A,3:25 AM
DRX,Maru Gaming,2,0,N/A,2:00 AM
Alter Ego Celeste,Team SMG GC,3,2,N/A,2:00 AM
Crazy Raccoon,IGZIST,2,0,N/A,12:00 AM
Nigma Galaxy Female,Team SMG GC,0,2,N/A,11:00 PM
Keyd Stars,TBK Esports,2,0,N/A,6:45 PM
TSM,Ghost Gaming,0,2,N/A,5:45 PM
9z Team,LEVIATÁN,0,2,N/A,4:45 PM
Liberty,MIBR,1,2,N/A,3:00 PM
Sentinels,FaZe Clan,0,2,N/A,3:00 PM
PAMPAS,KRÜ Esports,1,2,N/A,2:00 PM
vSlash Esports,01 Esports,2,0,N/A,12:30 PM
OG LDN UTD,FunPlus Phoenix,0,2,N/A,11:25 AM
BIG,M3 Champions,2,0,N/A,9:00 AM
Orangutan,Global Esports,0,2,N/A,6:30 AM
Sengoku Gaming,Jadeite,2,0,N/A,6:00 AM
DAMWON Gaming,Incheon On Sla2ers,1,2,N/A,5:00 AM
DetonatioN FocusMe,Jadeite,1,2,N/A,3:50 AM
Team SMG GC,Bren Esports Victress,2,0,N/A,2:30 AM
World Game Star,Tartarus,2,0,N/A,2:00 AM
Alter Ego Celeste,Nigma Galaxy Female,2,0,N/A,12:45 AM
REIGNITE,Sengoku Gaming,1,2,N/A,12:00 AM
Sovereign,Team SMG GC,0,2,N/A,11:00 PM
Bren Esports Victress,Thirsts Red,2,0,N/A,11:00 PM
Evil Geniuses,OpTic Gaming,2,1,N/A,6:55 PM
E-Xolos LAZER,FUSION,2,1,N/A,4:00 PM
The Guard,XSET,1,2,N/A,3:00 PM
Natus Vincere,Team Liquid,1,2,N/A,12:20 PM
Global Esports,Velocity Gaming,2,0,N/A,10:30 AM
Alter Ego Celeste,Bren Esports Victress,2,1,N/A,9:30 AM
Sovereign,Nigma Galaxy Female,0,2,N/A,9:30 AM
Acend,G2 Esports,2,1,N/A,9:00 AM
Aresta,Team SMG GC,1,2,N/A,6:00 AM
Thirsts Red,Orangutan X,2,1,N/A,6:00 AM
Enigma Gaming,Orangutan,2,1,N/A,5:30 AM
Teal Seam,Lenny Time,1,2,N/A,9:25 PM
Six Karma,Border Monsters,2,0,N/A,7:00 PM
Teal Seam,Valkyrae Gaming,2,1,N/A,6:15 PM
INFINITY,Team Cruelty,0,2,N/A,4:00 PM
Teal Seam,Resonate,2,0,N/A,3:00 PM
BASILISK,Avengers,2,1,N/A,3:00 PM
Team Heretics,Team Queso,13,15,N/A,2:15 PM
Entropiq,Diamant Esports,10,13,N/A,1:45 PM
YaLLa Esports,01 Esports,2,1,N/A,1:45 PM
Rebels Gaming,Giants Gaming,13,10,N/A,1:00 PM
NOM Esports,Anorthosis Famagusta Esports,7,13,N/A,12:40 PM
Real Betis,UCAM Esports Club,4,13,N/A,12:15 PM
Team Falcons,vSlash Esports,2,0,N/A,11:15 AM
Case Esports,Arctic,13,10,N/A,11:00 AM
Zero Tenacity,Enterprise Esports,15,13,N/A,11:00 AM
Global Esports,Revenant Esports,2,1,N/A,10:45 AM
KOI,Movistar Riders,7,13,N/A,10:00 AM
TENSTAR,Anonymo Esports,6,13,N/A,10:00 AM
Orangutan X,Nigma Galaxy Female,0,2,N/A,9:00 AM
Sovereign,Thirsts Red,2,1,N/A,8:00 AM
Velocity Gaming,Full Power Gaming,2,0,N/A,7:00 AM
Alter Ego Celeste,Aresta,2,0,N/A,6:00 AM
Bren Esports Victress,Team SMG GC,2,1,N/A,6:00 AM
EDward Gaming,FunPlus Phoenix ZHUQUE,0,2,N/A,4:45 AM
Tales of Eastern,Shenzhen NTER,0,2,N/A,1:00 AM
Teal Seam,BASED,2,0,N/A,7:55 PM
Stasis,Elysium,2,1,N/A,7:50 PM
Valkyrae Gaming,Power Rangers,2,1,N/A,5:30 PM
BASILISK,Misfits Black,2,0,N/A,5:30 PM
puGG,Tuzzy E-Sports,2,3,N/A,5:00 PM
Team Heretics,Giants Gaming,13,11,N/A,2:10 PM
Zero Tenacity,NOM Esports,13,7,N/A,1:50 PM
XPLDZ,Team RA'AD,2,1,N/A,1:34 PM
Rebels Gaming,KOI,13,6,N/A,12:20 PM
TENSTAR,Diamant Esports,14,16,N/A,12:10 PM
Geekay Esports,NASR Esports,2,0,N/A,12:00 PM
Orangutan,Global Esports,2,1,N/A,11:30 AM
UCAM Esports Club,Team Queso,13,10,N/A,11:00 AM
Entropiq,Anorthosis Famagusta Esports,5,13,N/A,11:00 AM
Real Betis,Arctic,10,13,N/A,10:00 AM
Enterprise Esports,Anonymo Esports,4,13,N/A,10:00 AM
Enigma Gaming,Velocity Gaming,2,0,N/A,7:30 AM
Shenzhen NTER,Night Wings Gaming,2,1,N/A,6:30 AM
TYLOO,Attacking Soul Esports,2,1,N/A,4:00 AM
Weibo Gaming,Tales of Eastern,1,2,N/A,1:00 AM
Team Reckaroo,NYFU,0,2,N/A,9:00 PM
NYFU,VIRTUOSO,2,0,N/A,7:15 PM
DNADIFF,Team Reckaroo,0,2,N/A,6:05 PM
DNADIFF,CrouchShoot,2,0,N/A,4:00 PM
Mach5,Team Reckaroo,0,2,N/A,4:00 PM
Vexo Esports,NYFU,1,2,N/A,4:00 PM
VIRTUOSO,Cloud9 Academy,2,1,N/A,4:00 PM
Valar Morghulis,Team BDS,5,13,N/A,3:40 PM
Team Majesty,Team RA'AD,1,2,N/A,2:50 PM
Team Queso,Giants Gaming,8,13,N/A,2:35 PM
WYLDE,OG,9,13,N/A,2:30 PM
Ovation eSports,MOUZ,1,1,N/A,2:00 PM
Case Esports,Rebels Gaming,13,9,N/A,1:35 PM
HEET,Human Tripwires,0,2,N/A,1:30 PM
beGenius,Team Vitality,13,15,N/A,1:10 PM
Team Heretics,KOI,13,11,N/A,12:15 PM
MAD Lions,Sector One,13,2,N/A,12:10 PM
Wave Esports,Angry Titans,0,2,N/A,12:00 PM
Papara SuperMassive,Galatasaray Esports,2,0,N/A,12:00 PM
Global Esports,Full Power Gaming,2,0,N/A,11:45 AM
YaLLa Esports,01 Esports,1,2,N/A,11:25 AM
Arctic,UCAM Esports Club,13,9,N/A,11:00 AM
Karmine Corp,Mandatory,12,14,N/A,11:00 AM
KOVA,EXCEL,0,2,N/A,11:00 AM
Real Betis,Movistar Riders,8,13,N/A,10:00 AM
Team Lixa,FUT Esports,0,2,N/A,9:30 AM
Velocity Gaming,Revenant Esports,2,0,N/A,8:00 AM
Tartarus,DRX,0,2,N/A,5:45 AM
World Game Star,Maru Gaming,1,2,N/A,2:00 AM
WYLDE,Valar Morghulis,13,10,N/A,3:35 PM
Karmine Corp,OG,13,6,N/A,2:30 PM
ALTERNATE aTTaX,DSYRE,0,2,N/A,2:05 PM
H2O,Alliance,2,0,N/A,1:45 PM
NASR Esports,XPLDZ,0,2,N/A,1:30 PM
MAD Lions,beGenius,13,11,N/A,1:15 PM
Fenerbahçe Esports,Thunderbolts Gaming,2,0,N/A,12:40 PM
Team Vitality,Mandatory,13,3,N/A,12:20 PM
SPARX ESPORTS,CGN Esports,0,2,N/A,12:00 PM
SCYTES,Team Falcons,0,2,N/A,12:00 PM
Team BDS,Sector One,11,13,N/A,11:00 AM
who cars?,Finest,0,2,N/A,11:00 AM
Fire Flux Esports,Galakticos,1,2,N/A,9:30 AM
CNJ Esports,Incheon On Sla2ers,0,2,N/A,5:00 AM
SPEAR GAMING,DAMWON Gaming,0,2,N/A,2:00 AM
Keyd Stars,Liberty,2,1,N/A,6:00 PM
Ghost Gaming,NRG Esports,2,0,N/A,5:15 PM
dart monkeys,lintik kayo,0,2,N/A,4:15 PM
LEVIATÁN,KRÜ Esports,1,2,N/A,4:00 PM
TBK Esports,Ninjas In Pyjamas,1,2,N/A,3:00 PM
FaZe Clan,Cloud9,2,0,N/A,3:00 PM
PAMPAS,Optix,0,2,N/A,2:00 PM
FOKUS,FunPlus Phoenix,0,2,N/A,10:55 AM
BBL Esports,M3 Champions,0,2,N/A,9:00 AM
XERXIA Esports,FW Esports,3,1,N/A,7:10 AM
Griffin E-Sports,Ghetto Artist,3,1,N/A,7:00 AM
KONE eSports Club,Night Wings Gaming,2,1,N/A,5:15 AM
CERBERUS Esports,Fancy United Esports,0,3,N/A,5:15 AM
Tartarus,Maru Gaming,0,2,N/A,5:00 AM
Ghetto Artist,K7 Esports,2,0,N/A,5:00 AM
FW Esports,Made in Thailand,2,0,N/A,5:00 AM
ONIC G,Alter Ego,3,0,N/A,3:35 AM
Number One Player,Attacking Soul Esports,2,0,N/A,3:00 AM
World Game Star,DRX,0,2,N/A,2:00 AM
Team Big BAAM,Fancy United Esports,0,2,N/A,2:00 AM
Tales of Eastern,Monarch Effect,2,0,N/A,1:00 AM
Alter Ego,BOOM Esports,2,0,N/A,1:00 AM
Team Secret,Oasis Gaming,3,1,N/A,12:00 AM
LaZe,Paper Rex,0,3,N/A,11:30 PM
FURIA,Los Grandes,2,0,N/A,6:30 PM
dart monkeys,Misfits Black,2,1,N/A,5:30 PM
100 Thieves,XSET,2,0,N/A,5:15 PM
SunXet Club,LEVIATÁN,0,2,N/A,4:25 PM
Stars Horizon,Gamelanders Blue,2,0,N/A,3:00 PM
Sentinels,OpTic Gaming,0,2,N/A,3:00 PM
PAMPAS,9z Team,0,2,N/A,2:00 PM
Acend,FNATIC,0,2,N/A,12:00 PM
Team Ronin,Fancy United Esports,0,2,N/A,9:30 AM
BIG,Natus Vincere,1,2,N/A,9:00 AM
Only One Word,K7 Esports,1,2,N/A,8:25 AM
Made in Thailand,FULL SENSE,2,1,N/A,7:00 AM
BOOM Esports,Bigetron Arctic,2,0,N/A,6:45 AM
Team Big BAAM,CERBERUS Esports,1,2,N/A,6:35 AM
Weibo Gaming,KONE eSports Club,0,2,N/A,5:40 AM
Paper Rex,BLEED,2,0,N/A,5:20 AM
Ghetto Artist,Griffin E-Sports,1,2,N/A,5:00 AM
CNJ Esports,DAMWON Gaming,0,2,N/A,4:45 AM
Sengoku Gaming,DeToNator,2,1,N/A,4:30 AM
Rex Regum Qeon,Oasis Gaming,1,2,N/A,4:05 AM
FW Esports,XERXIA Esports,1,2,N/A,4:00 AM
ONIC G,Alter Ego,2,1,N/A,3:30 AM
Brave Wolves,Team Ronin,1,2,N/A,3:30 AM
FunPlus Phoenix ZHUQUE,Number One Player,2,1,N/A,3:00 AM
BLEED,No Namers,2,0,N/A,2:30 AM
FULL SENSE,Sharper Esport,2,0,N/A,2:10 AM
Incheon On Sla2ers,SPEAR GAMING,2,0,N/A,2:00 AM
DetonatioN FocusMe,FENNEL,2,0,N/A,1:45 AM
Bigetron Arctic,Persija Esports,2,0,N/A,1:15 AM
Team Secret,Rex Regum Qeon,2,0,N/A,1:15 AM
Tales of Eastern,Night Wings Gaming,0,2,N/A,1:00 AM
Made in Thailand,X10 Esports,2,0,N/A,12:00 AM
UBT Esports,Fancy United Esports,1,2,N/A,12:00 AM
IGZIST,CERULEAN.EXE,2,0,N/A,11:35 PM
Paper Rex,LaZe,1,2,N/A,11:30 PM
BOOM Esports,Hike Digital Esports,2,0,N/A,11:00 PM
Oasis Gaming,South Built Esports,2,1,N/A,10:00 PM
BLUE BEES.ESP,SCARZ,2,0,N/A,9:00 PM
INFINITY,Six Karma,2,1,N/A,6:10 PM
Luminosity,Evil Geniuses,0,2,N/A,5:30 PM
E-Xolos LAZER,Border Monsters,2,0,N/A,4:00 PM
The Guard,TSM,2,0,N/A,3:00 PM
OG LDN UTD,G2 Esports,2,1,N/A,12:05 PM
CERBERUS Esports,Brave Wolves,2,0,N/A,10:05 AM
Team Liquid,Guild Esports,1,2,N/A,9:05 AM
XERXIA Esports,Made in Thailand,2,1,N/A,8:00 AM
Oblivion Force,K7 Esports,0,2,N/A,7:00 AM
EDward Gaming,Number One Player,2,0,N/A,6:00 AM
UBT Esports,Team Big BAAM,1,2,N/A,6:00 AM
FULL SENSE,FW Esports,1,2,N/A,5:00 AM
IVAN,Only One Word,0,2,N/A,5:00 AM
BOOM Esports,Alter Ego,0,2,N/A,4:45 AM
FunPlus Phoenix ZHUQUE,Attacking Soul Esports,2,0,N/A,4:00 AM
BearClaw Gaming,BLEED,1,2,N/A,3:50 AM
Bren Esports,Oasis Gaming,1,2,N/A,3:20 AM
ONIC G,Bigetron Arctic,2,0,N/A,2:00 AM
No Namers,Todak,2,0,N/A,1:55 AM
KONE eSports Club,Tales of Eastern,2,1,N/A,1:00 AM
South Built Esports,Alpha Esports Pro,2,1,N/A,12:00 AM
BearClaw Gaming,LaZe,0,2,N/A,11:05 PM
Paper Rex,No Namers,2,0,N/A,9:30 PM
Lenny Time,Built By Gamers Academy,1,2,N/A,8:20 PM
FUSION,Six Karma,2,0,N/A,6:00 PM
Lenny Time,TradeLikePros,2,0,N/A,5:30 PM
Built By Gamers Academy,The Ganaccis,2,1,N/A,5:30 PM
Border Monsters,Team Cruelty,0,2,N/A,4:00 PM
Valar Morghulis,Mandatory,6,13,N/A,3:10 PM
TSM Academy,Lenny Time,0,2,N/A,3:00 PM
Stasis,TradeLikePros,0,2,N/A,3:00 PM
Cosmic Divide,Built By Gamers Academy,0,2,N/A,3:00 PM
The Ganaccis,Windmill Isle,2,0,N/A,3:00 PM
KOI,Giants Gaming,10,13,N/A,2:50 PM
MAD Lions,WYLDE,13,2,N/A,2:20 PM
Team Heretics,Real Betis,13,10,N/A,1:30 PM
Karmine Corp,Team Vitality,3,13,N/A,1:20 PM
NOM Esports,Enterprise Esports,10,13,N/A,1:20 PM
Geekay Esports,Team RA'AD,1,2,N/A,1:15 PM
Case Esports,Team Queso,15,13,N/A,12:20 PM
Zero Tenacity,Entropiq,13,6,N/A,12:20 PM
beGenius,Team BDS,13,10,N/A,12:15 PM
TENSTAR,Anorthosis Famagusta Esports,8,13,N/A,11:10 AM
UCAM Esports Club,Movistar Riders,9,13,N/A,11:05 AM
Sector One,OG,13,8,N/A,11:05 AM
YaLLa Esports,Team Falcons,0,2,N/A,11:00 AM
FUT Female,Papara SuperMassive Female,3,0,N/A,10:35 AM
Rebels Gaming,Arctic,6,13,N/A,10:00 AM
Diamant Esports,Anonymo Esports,7,13,N/A,10:00 AM
Sharper Esport,Made in Thailand,0,2,N/A,8:00 AM
Fancy United Esports,Brave Wolves,0,2,N/A,8:00 AM
Griffin E-Sports,IVAN,2,0,N/A,7:30 AM
Team Big BAAM,Team Ronin,2,0,N/A,6:00 AM
EDward Gaming,TYLOO,2,0,N/A,5:31 AM
X10 Esports,FW Esports,1,2,N/A,5:00 AM
Ghetto Artist,Oblivion Force,2,1,N/A,5:00 AM
LaZe,Todak,2,0,N/A,2:30 AM
Weibo Gaming,Night Wings Gaming,1,2,N/A,2:25 AM
Rex Regum Qeon,Bren Esports,2,0,N/A,1:50 AM
Shenzhen NTER,Monarch Effect,2,0,N/A,1:00 AM
Team Secret,South Built Esports,2,0,N/A,12:00 AM
BLEED,Galaxy Esports,1,2,N/A,11:30 PM
Team Reckaroo,TSM Academy,0,2,N/A,8:45 PM
Lenny Time,NYFU,2,0,N/A,8:45 PM
Cosmic Divide,Flex Gaming,2,0,N/A,8:45 PM
Acacia,Built By Gamers Academy,0,2,N/A,8:45 PM
Skwirel Warriers,Windmill Isle,1,2,N/A,8:45 PM
TSM Academy,Insert Name Here,13,9,N/A,7:15 PM
QoR,NYFU,7,13,N/A,7:15 PM
Built By Gamers Academy,Knights,13,2,N/A,7:15 PM
Skwirel Warriers,PUGSTARS,13,11,N/A,7:15 PM
WYLDE,Team BDS,7,13,N/A,3:30 PM
Team Vitality,OG,13,3,N/A,2:35 PM
Case Esports,Team Heretics,13,9,N/A,2:05 PM
Entropiq,Anonymo Esports,7,13,N/A,2:00 PM
beGenius,Sector One,13,10,N/A,1:25 PM
KOI,Team Queso,13,0,N/A,1:15 PM
TENSTAR,NOM Esports,15,13,N/A,12:30 PM
Rebels Gaming,Real Betis,5,13,N/A,12:20 PM
MAD Lions,Mandatory,13,10,N/A,12:15 PM
Zero Tenacity,Anorthosis Famagusta Esports,13,11,N/A,11:20 AM
Giants Gaming,UCAM Esports Club,11,13,N/A,11:00 AM
Karmine Corp,Valar Morghulis,13,9,N/A,11:00 AM
Movistar Riders,Arctic,6,13,N/A,10:00 AM
Enterprise Esports,Diamant Esports,13,9,N/A,10:00 AM
IVAN,K7 Esports,2,1,N/A,7:00 AM
Oblivion Force,Only One Word,2,0,N/A,5:00 AM
Weibo Gaming,Shenzhen NTER,2,1,N/A,4:30 AM
Funcrew,REIGN,0,2,N/A,4:00 AM
Alter Ego,Persija Esports,2,0,N/A,3:30 AM
KONE eSports Club,Monarch Effect,2,0,N/A,3:00 AM
Alpha Esports Pro,Bren Esports,1,2,N/A,2:30 AM
FunPlus Phoenix ZHUQUE,TYLOO,2,0,N/A,1:00 AM
Bigetron Arctic,Hike Digital Esports,2,0,N/A,1:00 AM
Oasis Gaming,South Built Esports,0,2,N/A,12:00 AM
Oxygen Academy,DNADIFF,1,2,N/A,10:15 PM
DNADIFF,TSM Academy,2,0,N/A,7:45 PM
Oxygen Academy,Toon Balloons,2,1,N/A,7:30 PM
Oxygen Academy,AstraSect,2,1,N/A,4:00 PM
IlluZion,Toon Balloons,1,2,N/A,4:00 PM
Built By Gamers Academy,DNADIFF,0,2,N/A,4:00 PM
TSM Academy,Cloud9 Academy,2,1,N/A,4:00 PM
Team Vitality,Sector One,13,8,N/A,3:40 PM
Case Esports,Giants Gaming,13,15,N/A,2:55 PM
Ovation eSports,SPARX ESPORTS,1,1,N/A,2:30 PM
Karmine Corp,MAD Lions,11,13,N/A,2:25 PM
Rebels Gaming,Movistar Riders,15,13,N/A,1:35 PM
who cars?,HEET,2,1,N/A,1:35 PM
Team BDS,Mandatory,5,13,N/A,1:30 PM
Team Heretics,Arctic,9,13,N/A,12:30 PM
Valar Morghulis,OG,13,10,N/A,12:15 PM
CGN Esports,Angry Titans,1,1,N/A,12:00 PM
Fire Flux Esports,FUT Esports,2,1,N/A,12:00 PM
KOI,UCAM Esports Club,9,13,N/A,11:20 AM
WYLDE,beGenius,13,11,N/A,11:00 AM
Alliance,EXCEL,0,2,N/A,11:00 AM
Real Betis,Team Queso,13,8,N/A,10:00 AM
Team Lixa,Galakticos,0,2,N/A,9:30 AM
Team Valor,prime 5,2,1,N/A,9:15 AM
Enigma Gaming,Khumbu Esports,2,0,N/A,6:50 AM
SPEAR GAMING,World Game Star,2,1,N/A,6:00 AM
Tartarus,CNJ Esports,2,1,N/A,2:00 AM
Oxygen Academy,Power Rangers,2,1,N/A,8:00 PM
AstraSect,ONi,2,0,N/A,8:00 PM
Tylers Corgis,IlluZion,0,2,N/A,8:00 PM
Knights Academy,Toon Balloons,0,2,N/A,8:00 PM
Built By Gamers Academy,Lycus Empire,2,0,N/A,8:00 PM
DNADIFF,Zero MarksMen Black,2,0,N/A,8:00 PM
TSM Academy,VIRTUOSO,2,1,N/A,8:00 PM
Team Reckaroo,Cloud9 Academy,1,2,N/A,8:00 PM
Oxygen Academy,Lycus Empire,13,1,N/A,6:00 PM
Built By Gamers Academy,Power Rangers,13,4,N/A,6:00 PM
TSM Academy,Free Fall,13,6,N/A,6:00 PM
VIRTUOSO,Nightblood Gaming,13,4,N/A,6:00 PM
Zero MarksMen Black,AstraSect,12,14,N/A,6:00 PM
Knights Academy,Cloud9 Academy,13,10,N/A,6:00 PM
Karmine Corp,Team BDS,13,4,N/A,3:35 PM
MAD Lions,OG,13,9,N/A,2:30 PM
MOUZ,DSYRE,0,2,N/A,2:20 PM
KOVA,Finest,2,1,N/A,1:35 PM
Whitelist,Geekay Esports,1,2,N/A,1:30 PM
beGenius,Mandatory,10,13,N/A,1:25 PM
Papara SuperMassive,Thunderbolts Gaming,2,1,N/A,12:40 PM
Valar Morghulis,Team Vitality,12,14,N/A,12:15 PM
Wave Esports,ALTERNATE aTTaX,1,1,N/A,12:00 PM
Team Duelist,Team Falcons,0,2,N/A,12:00 PM
WYLDE,Sector One,13,4,N/A,11:15 AM
H2O,Human Tripwires,0,2,N/A,11:00 AM
Orangutan,Union Gaming,2,0,N/A,10:30 AM
Fenerbahçe Esports,Galatasaray Esports,1,2,N/A,9:30 AM
Khumbu Esports,Global Esports,0,2,N/A,9:30 AM
Velocity Gaming,Exceeli Esports,0,0,N/A,6:30 AM
Reckoning Esports,Full Power Gaming,0,2,N/A,6:30 AM
Incheon On Sla2ers,DRX,0,2,N/A,6:25 AM
Team Valor,Revenant Esports,2,0,N/A,3:30 AM
Maru Gaming,DAMWON Gaming,1,2,N/A,2:00 AM
XSET,NRG Esports,2,0,N/A,6:20 PM
FURIA,Stars Horizon,2,0,N/A,6:00 PM
9z Team,KRÜ Esports,0,2,N/A,4:00 PM
Los Grandes,LOUD,0,2,N/A,3:00 PM
OpTic Gaming,Cloud9,2,1,N/A,3:00 PM
SunXet Club,PAMPAS,0,2,N/A,2:00 PM
FOKUS,Acend,1,2,N/A,11:55 AM
Exceeli Esports,Union Gaming,0,2,N/A,10:30 AM
Enigma Gaming,Global Esports,2,0,N/A,10:00 AM
K7 Esports,Only One Word,2,0,N/A,9:30 AM
Natus Vincere,M3 Champions,1,2,N/A,9:00 AM
Bigetron Arctic,ONIC G,1,2,N/A,7:45 AM
Purple Mood E-Sport,FULL SENSE,0,2,N/A,7:35 AM
IVAN,Griffin E-Sports,1,2,N/A,7:00 AM
Revenant Esports,prime 5,2,0,N/A,7:00 AM
KONE eSports Club,Shenzhen NTER,1,2,N/A,6:55 AM
Velocity Gaming,Full Power Gaming,1,2,N/A,6:30 AM
ZETA DIVISION,REJECT,2,1,N/A,6:10 AM
VICTORY,Team Big BAAM,0,2,N/A,5:55 AM
SPEAR GAMING,Tartarus,2,1,N/A,5:50 AM
Action PH,NAOS,1,2,N/A,5:10 AM
Oblivion Force,Giant Submarine,2,0,N/A,5:00 AM
ARF TEAM,Persija Esports,1,2,N/A,4:35 AM
Nghiện Thêm Lần Nữ,Fancy United Esports,0,2,N/A,4:30 AM
FW Esports,Made in Thailand,2,1,N/A,4:05 AM
Weibo Gaming,Monarch Effect,2,1,N/A,4:00 AM
Galaxy Esports,Todak,2,0,N/A,3:30 AM
Orangutan,Reckoning Esports,2,1,N/A,3:30 AM
CREST GAMING Zst,REJECT,1,2,N/A,3:00 AM
Hike Digital Esports,BOOM Esports,0,2,N/A,2:30 AM
Alpha Esports Pro,Team Secret,2,0,N/A,2:30 AM
Sharper Esport,XERXIA Esports,0,2,N/A,2:00 AM
World Game Star,CNJ Esports,2,1,N/A,2:00 AM
Brave Wolves,CERBERUS Esports,1,2,N/A,1:50 AM
LaZe,Avium Esports,2,0,N/A,1:45 AM
ORDER,BOBO,3,0,N/A,12:30 AM
X10 Esports,Team NKT,2,0,N/A,12:00 AM
Team Ronin,UBT Esports,0,2,N/A,12:00 AM
REIGNITE,ZETA DIVISION,0,2,N/A,12:00 AM
Paper Rex,Blitz Esports,2,0,N/A,11:55 PM
Alter Ego,Dewa United Esports,2,1,N/A,11:00 PM
Bren Esports,South Built Esports,1,2,N/A,10:00 PM
BLEED,KPMOONIIBLM9,0,2,N/A,9:30 PM
TBK Esports,MIBR,1,2,N/A,7:00 PM
Evil Geniuses,Sentinels,2,0,N/A,5:40 PM
Optix,LEVIATÁN,1,2,N/A,5:30 PM
Ninjas In Pyjamas,Keyd Stars,2,1,N/A,3:00 PM
TSM,100 Thieves,2,0,N/A,3:00 PM
SunXet Club,9z Team,1,2,N/A,2:00 PM
BIG,Guild Esports,1,2,N/A,11:20 AM
K7 Esports,Oblivion Force,0,2,N/A,9:45 AM
Revenant Esports,Enigma Gaming,0,2,N/A,9:45 AM
FunPlus Phoenix,G2 Esports,2,0,N/A,9:00 AM
Hike Digital Esports,Alter Ego,0,2,N/A,7:30 AM
Sharper Esport,Team NKT,2,1,N/A,7:15 AM
Ghetto Artist,IVAN,2,1,N/A,7:00 AM
Orangutan,Velocity Gaming,0,2,N/A,6:30 AM
Global Esports,prime 5,2,0,N/A,6:30 AM
Rex Regum Qeon,Oasis Gaming,2,0,N/A,6:00 AM
Brave Wolves,UBT Esports,2,0,N/A,6:00 AM
NORTHEPTION,FAV gaming,2,0,N/A,6:00 AM
EDward Gaming,Attacking Soul Esports,2,0,N/A,6:00 AM
X10 Esports,FW Esports,2,0,N/A,5:20 AM
Only One Word,TRAITORS,2,0,N/A,5:00 AM
DRX,DAMWON Gaming,2,0,N/A,5:00 AM
Dewa United Esports,ARF TEAM,1,2,N/A,4:15 AM
Nghiện Thêm Lần Nữ,Team Ronin,0,2,N/A,4:15 AM
TYLOO,Number One Player,0,2,N/A,4:00 AM
FAV gaming,Jadeite,2,0,N/A,3:35 AM
Purple Mood E-Sport,XERXIA Esports,0,2,N/A,3:30 AM
Team Valor,Khumbu Esports,2,0,N/A,3:30 AM
BLEED,Galaxy Esports,1,2,N/A,3:15 AM
VICTORY,CERBERUS Esports,0,2,N/A,2:30 AM
Maru Gaming,Incheon On Sla2ers,0,2,N/A,2:00 AM
Bigetron Arctic,BOOM Esports,0,2,N/A,1:45 AM
Bren Esports,Action PH,2,1,N/A,1:30 AM
Avium Esports,KPMOONIIBLM9,0,2,N/A,1:10 AM
BOBO,REIGN,2,0,N/A,12:30 AM
Made in Thailand,FULL SENSE,2,1,N/A,12:00 AM
Team Big BAAM,Fancy United Esports,2,0,N/A,12:00 AM
NORTHEPTION,Crazy Raccoon,2,1,N/A,12:00 AM
Paper Rex,Todak,2,0,N/A,11:35 PM
Persija Esports,ONIC G,0,2,N/A,11:00 PM
Team Secret,NAOS,2,1,N/A,10:00 PM
LaZe,Blitz Esports,2,0,N/A,9:30 PM
E-Xolos LAZER,Six Karma,2,1,N/A,6:00 PM
